LastUpdateDT,UNIT,COMPANY_CODE,COMPANY_REGION_SRC,PROFIT_CENTER_CODE,COST_CENTER_CODE,GL_ACCOUNT_CODE,FE_CODE,FE_PRACTICE_GROUP_CODE,FE_OFFICE_CODE,FE_TEAM_CODE,LEAD_PARTNER_CODE,LEAD_PARTNER_PRACTICE_GROUP_CODE,LEAD_PARTNER_OFFICE_CODE,LEAD_PARTNER_TEAM_CODE,MATTER_CODE,VENDOR_CODE,DOCUMENT_TEXT,DOCUMENT_DATE,DOCUMENT_NUMBER,DOCUMENT_TYPE_CODE,POSTING_PERIOD,POSTING_DATE,DOCUMENT_CURRENCY_CODE,ACTUAL_AMOUNT_DC,OFFICE_CURRENCY_CODE,ACTUAL_AMOUNT_OC,GROUP_CURRENCY_CODE,ACTUAL_AMOUNT_GC,BUDGET_AMOUNT_GC,FORECAST_AMOUNT_GC
30/03/2026,Actual,CA11,NRFC,QUE1,QUE1EL2000,5115020000,,EL,QUE1,2000,0,#,#,#,9000000515,#,Quebec Employment   Labour,20260201,100358612,SA,202602,20260201,CAD,45.7,CAD,45.7,USD,34.5461,0,0
30/03/2026,Actual,CA51,NRFC,TOR3,TOR3IT4052,6010100000,,IT,TOR3,4052,0,#,#,#,9000000515,#,Toronto IT Regional   Service Desk,20260201,100112196,SA,202602,20260201,CAD,122.96,CAD,122.96,USD,92.9494,0,0
30/03/2026,Actual,CA56,NRFC,VAN6,VAN6RE2500,5300020000,,RE,VAN6,2500,0,#,#,#,9000000515,#,Vancouver Real Estate,20260201,100008398,SA,202602,20260201,CAD,205.77,CAD,205.77,USD,155.5482,0,0
30/03/2026,Actual,CA51,NRFC,TOR3,TOR3MX4501,6190500000,,MX,TOR3,4501,0,#,#,#,9000000626,#,SALARY,20260213,100112126,SA,202602,20260213,CAD,-147.23,CAD,-147.23,USD,-111.2959,0,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1PD5001,5509000000,,PD,TOR1,5001,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,48.02649786,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1PD5008,5509000000,,PD,TOR1,5008,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,282.5083793,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1RC5501,5509000000,,RC,TOR1,5501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,62.10328621,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1CS1501,5509000000,,CS,OTT1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,1659.872776,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1IP2252,5503000000,,IP,MTR1,2252,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,102.2424943,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1DR1754,5509000000,,DR,OTT1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,569.8341647,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1AD3259,5503000000,,AD,MTR1,3259,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,8.817100516,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1EL2000,5509000000,,EL,OTT1,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,57.95928973,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1AD3251,5503000000,,AD,MTR1,3251,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,7.842042521,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1AD3251,5509000000,,AD,OTT1,3251,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,26.68446759,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1FN3750,5503000000,,FN,MTR1,3750,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,4.60421407,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1EM3500,5509000000,,EM,OTT1,3500,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,28.49558075,0
30/03/2026,Budget,CA11,NRFC,VAN1,VAN1PD5001,5507000000,,PD,VAN1,5001,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,62.5969297,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1KX4250,5509000000,,KX,OTT1,4250,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,34.5338475,0
30/03/2026,Budget,CA11,NRFC,VAN1,VAN1PD5008,5507000000,,PD,VAN1,5008,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,626.6565662,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1PD5011,5509000000,,PD,OTT1,5011,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,111.1398985,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1CS1501,5509000000,,CS,TOR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,6350.89758,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1PD5001,5509000000,,PD,OTT1,5001,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,12.20371499,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1DR1754,5509000000,,DR,TOR1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,497.4242872,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1PD5008,5509000000,,PD,OTT1,5008,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,325.7085031,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1EL2000,5509000000,,EL,TOR1,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,233.7073789,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1PD5013,5509000000,,PD,OTT1,5013,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,19.14366581,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1IP2252,5509000000,,IP,TOR1,2252,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,1193.446528,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1CS1501,5509000000,,CS,MTR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,3066.31363,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1AD3251,5509000000,,AD,TOR1,3251,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,9.099182511,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1CS1541,5509000000,,CS,MTR1,1541,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,7.895034803,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1EM3500,5509000000,,EM,TOR1,3500,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,4595.391262,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1DR1754,5509000000,,DR,MTR1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,1093.391392,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1FN3750,5509000000,,FN,TOR1,3750,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,167.3761238,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1EL2000,5509000000,,EL,MTR1,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,93.01531503,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1IT4000,5509000000,,IT,TOR1,4000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,217.686589,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1IP2252,5509000000,,IP,MTR1,2252,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,678.1940065,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1KX4252,5509000000,,KX,TOR1,4252,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,9.673129692,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1FN3750,5509000000,,FN,MTR1,3750,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,38.28733163,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1EL2000,4000000000,,EL,MTR1,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1BF1250,4000000000,,BF,MTR1,1250,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1DR1754,4000000000,,DR,MTR1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1TX2750,4000000000,,TX,MTR1,2750,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1DR1754,4000000000,,DR,MTR1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,63307.24734,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1CS1501,4000000000,,CS,MTR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,29101.75622,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1EL2000,4000000000,,EL,MTR1,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,26466.84471,0
30/03/2026,Budget,CA11,NRFC,QUE1,QUE1CS1501,4000000000,,CS,QUE1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,35702.66479,0
30/03/2026,Budget,CA11,NRFC,QUE1,QUE1DR1754,4000000000,,DR,QUE1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,47311.59903,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1RE2500,4000000000,,RE,OTT1,2500,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1CS1501,4000000000,,CS,MTR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1CS1501,4000000000,,CS,MTR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,77231.58382,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1CS1501,4000000000,,CS,MTR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,82268.42625,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1DR1754,4000000000,,DR,MTR1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,25592.29148,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1IP2252,4000000000,,IP,MTR1,2252,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1RE2500,4000000000,,RE,MTR1,2500,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1DR1754,4000000000,,DR,MTR1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,55225.47108,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1CS1501,4000000000,,CS,MTR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,85626.32119,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1CS1501,4000000000,,CS,MTR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,25743.86127,0
30/03/2026,Budget,CA11,NRFC,QUE1,QUE1TX2750,4000000000,,TX,QUE1,2750,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,65096.67487,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1BF1250,4000000000,,BF,TOR1,1250,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,90259.67624,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1CS1501,4000000000,,CS,TOR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,48478.72044,0
30/03/2026,Budget,CA11,NRFC,OTT1,OTT1EL2000,4000000000,,EL,OTT1,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1EL2000,4000000000,,EL,TOR1,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,71429.74714,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1EL2000,4000000000,,EL,MTR1,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,48988.32127,0
30/03/2026,Budget,CA11,NRFC,QUE1,QUE1DR1754,4000000000,,DR,QUE1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,45785.41841,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1BF1250,4000000000,,BF,TOR1,1250,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,58273.63204,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1CS1501,4000000000,,CS,MTR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,70515.79392,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1BF1250,4000000000,,BF,TOR1,1250,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,44825.8708,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1DR1754,4000000000,,DR,TOR1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,68992.0305,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1CS1501,4000000000,,CS,TOR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,53865.24494,0
30/03/2026,Budget,CA11,NRFC,MTR1,MTR1DR1754,4000000000,,DR,MTR1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,53878.50837,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1CS1501,4000000000,,CS,TOR1,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1EL2000,4000000000,,EL,TOR1,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,67379.60684,0
30/03/2026,Budget,CA11,NRFC,QUE1,QUE1DR1754,4000000000,,DR,QUE1,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,43954.00168,0
30/03/2026,Budget,CA11,NRFC,TOR1,TOR1TX2750,4000000000,,TX,TOR1,2750,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,91785.87584,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3BF1250,4000000000,,BF,MTR3,1250,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3IP2252,4000000000,,IP,MTR3,2252,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3PD5000,4000000000,,PD,MTR3,5000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3CS1501,4000000000,,CS,MTR3,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3CS1541,4000000000,,CS,MTR3,1541,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3PD5001,4000000000,,PD,MTR3,5001,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3CS1541,4000000000,,CS,MTR3,1541,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,16954.78179,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3FN3750,4000000000,,FN,MTR3,3750,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3OS4752,4000000000,,OS,MTR3,4752,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,QUE3,QUE3RE2500,4000000000,,RE,QUE3,2500,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3RE2500,4000000000,,RE,MTR3,2500,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,TOR3,TOR3CS1501,4000000000,,CS,TOR3,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,OTT3,OTT3DR1754,4000000000,,DR,OTT3,1754,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3CS1501,4000000000,,CS,MTR3,1501,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,26191.5806,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3EL2000,4000000000,,EL,MTR3,2000,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,22510.5172,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3RE2500,4000000000,,RE,MTR3,2500,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,29375.92385,0
30/03/2026,Budget,CA11,NRFC,OTT3,OTT3RE2500,4000000000,,RE,OTT3,2500,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Budget,CA11,NRFC,MTR3,MTR3IT4032,4000000000,,IT,MTR3,4032,,,,,,#,#,,,BGT,202602,,,0,,0,USD,0,0,0
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1IP2252,5509000000,,IP,VAN1,2252,,,,,,#,#,,,FOR,202512,,,0,,0,USD,0,0,1765.277882
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1PD5011,5507000000,,PD,VAN1,5011,,,,,,#,#,,,FOR,202507,,,0,,0,USD,0,0,766.69908
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1AD3251,5503000000,,AD,TOR1,3251,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,41.88794973
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6710000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,88381.32994
30/03/2026,Forecast,CA11,NRFC,OTT1,OTT1DR1754,5507000000,,DR,OTT1,1754,,,,,,#,#,,,FOR,202502,,,0,,0,USD,0,0,820.5550153
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1IT4000,5509000000,,IT,CAL1,4000,,,,,,#,#,,,FOR,202509,,,0,,0,USD,0,0,2162.465405
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1KX4250,5507000000,,KX,MTR1,4250,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,71.05991473
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1KX4250,5508000000,,KX,MTR1,4250,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,8.975989229
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1IT4000,5509000000,,IT,CAL1,4000,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,2162.465405
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6710000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,88381.32994
30/03/2026,Forecast,CA11,NRFC,OTT1,OTT1DR1754,5507000000,,DR,OTT1,1754,,,,,,#,#,,,FOR,202512,,,0,,0,USD,0,0,486.1994166
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1PD5011,5509000000,,PD,VAN1,5011,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,996.3348044
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1PD5011,5509000000,,PD,VAN1,5011,,,,,,#,#,,,FOR,202512,,,0,,0,USD,0,0,996.3348044
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6720000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202501,,,0,,0,USD,0,0,263751.9635
30/03/2026,Forecast,CA11,NRFC,OTT1,OTT1DR1754,5509000000,,DR,OTT1,1754,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,1350.13838
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1EL2000,5507000000,,EL,TOR1,2000,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,564.7393223
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1KX4250,5508000000,,KX,MTR1,4250,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,8.975989229
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1EL2000,5509000000,,EL,TOR1,2000,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,912.5589049
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6610000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,1089.834692
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1KX4250,5509000000,,KX,MTR1,4250,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,42.63594884
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1AD3259,5507000000,,AD,MTR1,3259,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,71.05991473
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1PD5011,5507000000,,PD,TOR1,5011,,,,,,#,#,,,FOR,202502,,,0,,0,USD,0,0,1047.946742
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,5508000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202505,,,0,,0,USD,0,0,273.0196724
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6740000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,-14647.31842
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,5508000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,273.0196724
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1PD5011,5507000000,,PD,TOR1,5011,,,,,,#,#,,,FOR,202512,,,0,,0,USD,0,0,29.9199641
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1KX4250,5509000000,,KX,MTR1,4250,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,100.2318797
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6650500000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202503,,,0,,0,USD,0,0,28921.38529
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1PD5001,5509000000,,PD,QUE1,5001,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,397.9355225
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1EL2000,5509000000,,EL,TOR1,2000,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,912.5589049
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1IT4000,5509000000,,IT,MTR1,4000,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,36.65195602
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6720000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,-49378.41275
30/03/2026,Forecast,CA11,NRFC,OTT1,OTT1DR1754,5509000000,,DR,OTT1,1754,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,1350.13838
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1FN3750,6740000000,,FN,VAN1,3750,,,,,,#,#,,,FOR,202501,,,0,,0,USD,0,0,11.96798564
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1KX4250,5508000000,,KX,QUE1,4250,,,,,,#,#,,,FOR,202503,,,0,,0,USD,0,0,182.511781
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1FN3750,5503000000,,FN,VAN1,3750,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,14.21198295
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6740000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202501,,,0,,0,USD,0,0,-687996.1104
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1EL2000,5509000000,,EL,TOR1,2000,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,912.5589049
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1IT4000,5509000000,,IT,CAL1,4000,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,2162.465405
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6650500000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202504,,,0,,0,USD,0,0,1597.726083
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1PS5272,5509000000,,PS,CAL1,5272,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,149.5998205
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1PD5008,5509000000,,PD,TOR1,5008,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,9.723988331
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1MX4501,5509000000,,MX,TOR1,4501,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,1566.31012
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1RC5501,5509000000,,RC,MTR1,5501,,,,,,#,#,,,FOR,202509,,,0,,0,USD,0,0,59.09192909
30/03/2026,Forecast,CA11,NRFC,CAL1,CAL1IT4000,5509000000,,IT,CAL1,4000,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,2162.465405
30/03/2026,Forecast,CA11,NRFC,OTT1,OTT1PD5000,5509000000,,PD,OTT1,5000,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,364.2755629
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1PD5000,5507000000,,PD,VAN1,5000,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,128.6558456
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6740000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,-14647.31842
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1KX4250,5508000000,,KX,QUE1,4250,,,,,,#,#,,,FOR,202507,,,0,,0,USD,0,0,36.65195602
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1FN3750,5507000000,,FN,VAN1,3750,,,,,,#,#,,,FOR,202512,,,0,,0,USD,0,0,115.1918618
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1KX4250,5508000000,,KX,QUE1,4250,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,14.95998205
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1FN3750,5508000000,,FN,VAN1,3750,,,,,,#,#,,,FOR,202505,,,0,,0,USD,0,0,17.20397936
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1IP2252,5507000000,,IP,VAN1,2252,,,,,,#,#,,,FOR,202506,,,0,,0,USD,0,0,1355.374374
30/03/2026,Forecast,CA11,NRFC,VAN1,VAN1PD5000,5507000000,,PD,VAN1,5000,,,,,,#,#,,,FOR,202511,,,0,,0,USD,0,0,306.679632
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1FN3750,5503000000,,FN,TOR1,3750,,,,,,#,#,,,FOR,202510,,,0,,0,USD,0,0,184.7557783
30/03/2026,Forecast,CA11,NRFC,MTR1,MTR1FN3750,6250000000,,FN,MTR1,3750,,,,,,#,#,,,FOR,202507,,,0,,0,USD,0,0,44819.35822
30/03/2026,Forecast,CA11,NRFC,TOR1,TOR1RC5501,5507000000,,RC,TOR1,5501,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,465.2554417
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1EM3500,5509000000,,EM,QUE1,3500,,,,,,#,#,,,FOR,202508,,,0,,0,USD,0,0,151.8438178
30/03/2026,Forecast,CA11,NRFC,QUE1,QUE1EL2000,5509000000,,EL,QUE1,2000,,,,,,#,#,,,FOR,202512,,,0,,0,USD,0,0,335.851597
