LastUpdateDT,CALENDAR_DAY,CALENDAR_DAY_STRING,REGION_SRC,TIMEKEEPER_ID,GENDER,PRACTICE_GROUP_CODE,OFFICE_CODE,TEAM_CODE,EMP_GROUP_CODE,EMP_SUB_GROUP_CODE,BAND_GROUP_CODE,BAND_LEVEL_CODE,FTE,EMPLOYMENT_STATUS_CODE,EMPLOYMENT_STATUS_DESC,WORKDAY_FLAG,WEEKEND_FLAG,HOLIDAY_FLAG,CAL_YEAR,CAL_PERIOD,TARGET_HOURS,BILLABLE_HOURS,NON_BILLABLE_HOURS,PRO_BONO_HOURS,FIRM_RELATED_HOURS,LEAVE_HOURS,PART_TIME_HOURS
30/03/2026,20/02/2026,20260220,NRFC,151986,F,PD,TOR1,5011,T,TL,TR,T2,1,3,Active,1,0,0,2026,202602,7,4,1.5,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,152016,F,OS,TOR1,4752,B,BN,TR,T1,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,152038,F,PD,OTT1,5011,T,TL,TR,T2,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,8,0
30/03/2026,20/02/2026,20260220,NRFC,152111,,IT,TOR1,4000,B,BC,,,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,152133,,IT,TOR1,4000,B,BC,,,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,151288,F,MX,MTR1,4501,B,BN,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,151337,F,KX,MTR1,4250,U,UL,SR,R3,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,151411,F,MX,VAN1,4501,B,BP,,,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,151524,M,IT,MTR1,4052,B,BT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,151563,M,CS,CAL1,1501,A,AA,AS,A6,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,151638,F,MX,MTR1,4501,B,BN,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138054,,EL,OTT1,2000,A,AT,AS,A2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138114,F,EL,TOR1,2000,R,RA,SR,R1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138119,,PD,QUE1,5011,T,TL,TR,T1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138130,,PD,CAL1,5011,T,TL,PU,U1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138135,,CS,CAL1,1501,A,AT,AS,A2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138142,,CS,CAL1,1501,E,EE,PA,P3,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138143,,DR,CAL1,1754,A,AT,AS,A6,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138150,,DR,CAL1,1754,L,LA,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138173,,CS,CAL1,1501,P,PC,PU,U1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138175,,AD,CAL1,3251,B,BL,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138208,,EL,MTR1,2000,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138222,,IP,OTT1,2252,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138223,,CS,MTR1,1501,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138227,,IP,MTR1,2251,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138229,,DR,QUE1,1754,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138231,,CS,MTR1,1501,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138247,,DR,MTR1,1754,E,EE,PA,P3,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138260,,EL,QUE1,2000,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138278,,CS,TOR1,1501,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138280,,EL,MTR1,2000,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146187,M,IT,MTR1,4000,B,BT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146225,M,IT,CAL1,4049,B,BM,,,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146252,F,DR,OTT1,1754,A,AA,AS,A3,1,3,Active,1,0,0,2026,202602,7,2.2,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146260,F,DR,QUE1,1754,L,LA,,,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146270,M,CS,TOR1,1501,A,AA,AS,A2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146271,M,PD,TOR1,5011,U,US,TR,T2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146276,F,IP,TOR1,2252,A,AA,AS,A1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146277,M,EL,TOR1,2000,A,AA,AS,A3,1,3,Active,1,0,0,2026,202602,7,4,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146284,M,PD,MTR1,5011,T,TL,TR,T2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146332,M,TX,VAN1,2750,A,AA,AS,A2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146333,F,IP,VAN1,2253,A,AA,AS,A2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146335,F,DR,VAN1,1754,A,AB,AS,A4,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146357,M,DR,MTR1,1754,A,AB,AS,A4,1,3,Active,1,0,0,2026,202602,7,11.8,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146380,F,DR,MTR1,1754,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,6.1,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146392,M,DR,CAL1,1754,A,AA,AS,A3,1,3,Active,1,0,0,2026,202602,7,6.8,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,146400,F,CS,CAL1,1501,A,AA,AS,A3,1,3,Active,1,0,0,2026,202602,7,10.4,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138281,,CS,MTR1,1501,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138302,,CS,MTR1,1501,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138306,,EL,MTR1,2000,E,EE,PA,P1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138326,,IP,OTT1,2252,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138334,,EL,MTR1,2000,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138343,,CS,MTR1,1501,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138360,,EL,MTR1,2000,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138364,,IP,MTR2,2253,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138365,,IP,QUE2,2253,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138371,,IP,MTR2,2253,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138372,,IP,MTR2,2253,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138374,,CS,TOR1,1501,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138377,,IP,MTR2,2253,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138404,,IP,MTR2,2253,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138410,,IP,TOR2,2253,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138420,F,CS,TOR1,1501,E,EE,PA,P1,0,1,Inactive,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138422,,CS,TOR1,1501,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138431,,CS,CAL1,1501,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138432,,CS,CAL1,1501,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138443,,DR,CAL1,1754,A,AT,AS,A1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138445,,CS,CAL1,1501,S,SL,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138464,,IP,MTR1,2251,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138490,,CS,TOR1,1501,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138497,,IP,TOR2,2253,A,AT,PL,L2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138502,,DR,TOR1,1754,A,AT,AS,A2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138512,,IP,MTR2,2253,E,EE,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138533,M,IT,MTR1,4045,B,BP,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138534,,IP,MTR1,2252,C,CO,OC,O3,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138540,M,CS,MTR1,1501,S,SL,CO,C5,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138573,,CS,CAL1,1501,E,EE,PA,P3,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138577,,CS,CAL1,1501,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138590,,CS,CAL1,1501,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138592,,CS,CAL1,1501,L,LA,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138598,,CS,CAL1,1501,S,SL,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138637,,DR,CAL1,1754,P,PP,PL,L1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138850,F,FN,TOR1,3750,B,BN,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138859,F,FN,CAL1,3750,B,BN,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138865,F,OS,CAL1,4752,B,BN,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138871,,KX,TOR1,4252,B,BN,PU,UF,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138873,,CS,TOR1,1501,E,EE,PA,P1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138892,,IT,MTR1,4000,B,BN,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,147158,,CS,MTR1,1501,A,AT,AS,A1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,148670,F,CS,MTR1,1541,B,BN,PU,U1,0.6,3,Active,1,0,0,2026,202602,7,1.8,0.6,0,4.6,0,0
30/03/2026,19/02/2026,20260219,NRFC,148703,F,MX,CAL1,4501,B,BN,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,148791,F,PD,MTR1,5000,B,BP,,,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,148797,F,OS,GUE3,4752,B,BN,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,148830,F,PD,QUE1,5001,B,BN,,,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,146919,F,MX,TOR1,4501,B,BP,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,146945,F,CS,QUE1,1501,A,AA,AS,A3,1,3,Active,0,1,0,2026,202602,0,7,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,147028,F,BF,VAN1,1250,P,PP,PL,L3,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,148959,M,OS,MTR1,4752,B,BM,,,1,3,Active,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,148984,F,IT,CAL1,4050,B,BP,,,1,3,Active,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,148998,M,CS,VAN1,1501,S,SL,CO,C5,1,3,Active,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,149009,F,EM,TOR1,3500,B,BM,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,149077,F,DR,TOR1,1754,L,LA,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,149088,F,IP,MTR1,2253,L,LA,,,1,3,Active,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,149129,F,OS,TOR1,4752,B,BP,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,149130,,KX,TOR1,4255,A,AL,LE,E1,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,149132,,KX,TOR1,4255,A,AL,LE,E1,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,149171,F,PS,TOR1,5272,B,BM,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,149172,,IT,MTR1,4052,B,BT,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,149180,F,RE,VAN1,2500,B,BN,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,138361,,CS,MTR1,1501,A,AT,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,138372,,IP,MTR2,2253,A,AT,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,138373,,DR,OTT1,1754,A,AT,AS,A2,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,138382,,IP,MTR1,2251,A,AT,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,138408,,IP,MTR2,2253,A,AT,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,147110,,IT,VAN1,4052,B,BN,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,21/02/2026,20260221,NRFC,138422,,CS,TOR1,1501,E,EE,,,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,142407,M,EL,MTR1,2000,F,FF,PA,P1,1,3,Active,1,0,0,2026,202602,7,8,2,0,0,0,0
30/03/2026,22/02/2026,20260222,NRFC,141066,F,CS,MTR1,1541,B,BP,PU,U3,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,22/02/2026,20260222,NRFC,141103,F,BF,CAL1,1250,L,LA,,,1,3,Active,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,22/02/2026,20260222,NRFC,141130,M,BF,MTR1,1250,F,FF,PA,P1,1,3,Active,0,1,0,2026,202602,0,1.1,0,0,0,0,0
30/03/2026,22/02/2026,20260222,NRFC,141189,F,DR,TOR1,1754,R,RA,SR,R1,0,0,Withdrawn,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,22/02/2026,20260222,NRFC,141190,F,RE,CAL1,2500,L,LW,,,0.8,3,Active,0,1,0,2026,202602,0,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,147932,M,CS,CAL1,1501,L,LA,,,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,147960,F,CS,TOR1,1501,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,5.5,2.5,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,147976,F,DR,VAN1,1754,A,AA,AS,A3,1,3,Active,1,0,0,2026,202602,7,6.6,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,148023,F,CS,TOR1,1501,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,10.3,2.5,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,148026,F,EL,TOR1,2000,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,8.9,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,148048,M,PD,TOR1,5011,T,TL,TR,T2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,148056,F,DR,TOR1,1754,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,5.3,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148023,F,CS,TOR1,1501,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,5.8,1,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148026,F,EL,TOR1,2000,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,7.4,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148048,M,PD,TOR1,5011,T,TL,TR,T2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148049,M,CS,TOR1,1501,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,8,0
30/03/2026,20/02/2026,20260220,NRFC,148051,M,PD,TOR1,5011,T,TT,TR,T2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148055,F,DR,TOR1,1754,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,6.8,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148133,M,DR,CAL1,1754,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,1.9,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148138,F,CS,CAL1,1501,A,AA,AS,A2,1,3,Active,1,0,0,2026,202602,7,5.4,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148141,F,CS,VAN1,1501,L,LA,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148153,M,IT,TOR1,4042,B,BP,,,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148158,F,KX,TOR1,4255,B,BP,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148171,F,PD,MTR1,5011,U,US,TR,T1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148177,F,DR,MTR1,1754,A,AA,AS,A1,1,3,Active,1,0,0,2026,202602,7,9.5,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,148182,M,CS,MTR1,1501,A,AA,AS,A1,1,3,Active,1,0,0,2026,202602,7,7.6,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138376,,IP,MTR1,2251,A,AT,AS,A1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138381,,CS,TOR1,1501,E,EE,PA,P1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,19/02/2026,20260219,NRFC,138409,,DR,MTR1,1754,A,AT,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,145326,,OS,OTT1,4752,B,BN,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,145341,F,DR,VAN1,1754,A,AA,AS,A4,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,145364,M,PD,TOR1,5011,T,TL,TR,T2,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,145374,M,CS,QUE1,1501,A,AB,AS,A5,1,3,Active,1,0,0,2026,202602,7,7.3,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,145457,F,BF,CAL1,1250,A,AA,AS,A1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,145461,F,EL,CAL1,2000,A,AB,AS,A4,1,3,Active,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,145483,M,BF,OTT1,1250,A,AB,AS,A4,1,3,Active,1,0,0,2026,202602,7,8.7,0.9,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,145703,F,DR,VAN1,1754,P,PP,PL,L1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFC,145709,F,TX,VAN1,2750,L,LA,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFEMEA,145011,F,PS,NCS1,5269,P,PP,PL,L1,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFEMEA,145012,F,DR,SIN1,1771,T,TS,,,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFEMEA,145017,F,AD,PAR1,3250,U,UW,PU,UC,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFEMEA,145019,M,AD,PAR1,3250,U,UW,PU,UC,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFEMEA,145023,M,PS,LON1,5250,B,BM,LM,M6,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFEMEA,145029,F,AD,PAR1,3250,U,UW,PU,UC,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
30/03/2026,20/02/2026,20260220,NRFEMEA,145039,F,AD,PAR1,3250,U,UE,PU,UC,0,0,Withdrawn,1,0,0,2026,202602,7,0,0,0,0,0,0
