Id,ClientId,TotalWIP,LastWIPDate,TotalAR,LastBillDate,TrustFundsBalance,UnallocatedFundsBalance,RetainerFundsBalance,ClientCurrency,Processed,ProcessTimeStamp,LoadTimeStamp
60461,10000457,0,NULL,0,NULL,0,0,0,USD,1,2024-01-04 6:31,2024-01-03 11:01
60462,10000459,0,NULL,0,NULL,0,0,0,USD,1,2022-04-21 6:32,2022-04-20 6:05
60463,10000460,0,NULL,0,NULL,188.82,0,0,USD,1,2019-06-13 6:31,2019-06-12 6:15
60464,10000461,1386.96,2025-10-29 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60465,10000462,0,NULL,0,NULL,0,0,0,USD,1,2024-06-20 6:32,2024-06-19 6:16
60466,10000463,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60467,10000465,6470.8,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60468,10000467,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60469,10000469,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60470,10000470,582.41,2018-09-19 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60471,10000471,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60472,10000473,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60473,10000475,0,NULL,0,NULL,0,0,0,USD,1,2025-04-16 7:30,2025-04-16 6:16
60474,10000477,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60475,10000479,597.47,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60476,10000480,567.4,2025-10-17 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60477,10000481,69496.26,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60478,10000482,0,NULL,0,NULL,0,0,0,USD,1,2025-01-04 6:30,2025-01-04 6:15
60479,10000483,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60480,10000485,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60481,10000487,0,NULL,0,NULL,59.52,0,0,USD,1,2020-10-31 6:31,2020-10-31 6:15
60482,10000489,0,NULL,0,NULL,-1079.9,0,0,USD,1,2025-07-10 7:30,2025-07-10 6:16
60483,10000490,0,NULL,0,NULL,0,0,0,USD,1,2021-01-20 6:31,2021-01-20 6:15
60484,10000491,0,NULL,0,NULL,-997.19,0,0,USD,1,2023-12-22 6:30,2023-12-21 16:46
60485,10000492,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60486,10000493,0,NULL,0,NULL,0,0,0,USD,1,2020-04-05 6:31,2020-04-04 6:15
60487,10000495,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60488,10000497,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60489,10000499,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60490,10000501,0,NULL,0,NULL,-2884.1,0,0,USD,1,2025-10-15 7:34,2025-10-15 6:16
60491,10000502,0,NULL,0,NULL,725.4,0,0,USD,1,2024-04-06 7:02,2024-04-05 6:15
60492,10000503,74807.09,2025-11-12 0:00,139294.87,2025-10-27 0:00,-12.8,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60493,10000505,0,NULL,0,NULL,0,0,0,USD,1,2021-04-10 9:49,2021-04-09 6:15
60494,10000507,0,NULL,0,NULL,-58.67,0,0,USD,1,2021-06-20 6:31,2021-06-19 13:35
60495,10000509,37.73,2018-06-29 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60496,10000510,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60497,10000511,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60498,10000512,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60499,10000513,0,NULL,0,NULL,0,0,0,USD,1,2019-11-05 6:30,2019-11-05 6:15
60500,10000515,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60501,10000517,0,NULL,0,NULL,0,0,0,USD,1,2022-04-08 6:32,2022-04-07 6:05
60502,10000519,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60503,10000520,0,NULL,0,NULL,161.86,0,0,USD,1,2025-05-25 7:31,2025-05-25 2:14
60504,10000521,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60505,10000522,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60506,10000523,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60507,10000525,0,NULL,0,NULL,1070.74,0,0,USD,1,2024-06-08 6:30,2024-06-07 6:16
60508,10000527,42061.11,2025-11-07 0:00,27767.38,2025-10-15 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60509,10000529,4608.6,2025-11-07 0:00,20729.1,2025-11-07 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60510,10000530,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60511,10000531,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60512,10000532,2386.02,2025-11-10 0:00,12309.03,2025-11-03 0:00,327.69,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60513,10000533,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60514,10000535,223.07,2025-10-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60515,10000537,159.54,2025-10-20 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60516,10000539,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60517,10000540,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60518,10000541,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60519,10000542,0,NULL,0,NULL,0,0,0,USD,1,2023-12-23 6:31,2023-12-23 6:16
60520,10000543,0,NULL,0,NULL,0,0,0,USD,1,2023-09-24 6:31,2023-09-23 13:02
60521,10000545,0,NULL,0,NULL,0,0,0,USD,1,2025-10-03 7:30,2025-10-03 6:16
60522,10000547,2077.95,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60523,10000549,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60524,10000550,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60525,10000551,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60526,10000552,314.08,2025-11-12 0:00,3330.19,2025-08-20 0:00,-120.38,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60527,10000553,0,NULL,0,NULL,0,0,0,USD,1,2025-04-29 7:30,2025-04-29 6:16
60528,10000555,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60529,10000557,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60530,10000559,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60531,10000560,11771.64,2025-11-11 0:00,0,NULL,104.9,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60532,10000561,0,NULL,0,NULL,-112.55,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60533,10000563,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60534,10000565,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60535,10000567,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60536,10000569,78951.75,2025-11-12 0:00,150266.37,2025-11-03 0:00,301.85,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60537,10000570,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60538,10000571,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60539,10000572,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60540,10000573,0,NULL,0,NULL,0,0,0,USD,1,2025-03-14 6:30,2025-03-14 6:15
60541,10000575,0,NULL,0,NULL,0,0,0,USD,1,2025-11-06 6:52,2025-11-06 6:16
60542,10000577,0,NULL,0,NULL,0,0,0,USD,1,2025-05-27 7:30,2025-05-27 6:16
60543,10000676,244.17,2025-09-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60544,10000678,0,NULL,0,NULL,0,0,0,USD,1,2025-01-28 6:30,2025-01-28 6:16
60545,10000684,1865.68,2025-10-15 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60546,10000686,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60547,10000688,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60548,10000694,0,NULL,0,NULL,0,0,0,USD,1,2024-06-29 6:31,2024-06-28 6:15
60549,10000696,0,NULL,0,NULL,0,0,0,USD,1,2025-09-28 7:30,2025-09-28 2:01
60550,10000698,2297.7,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60551,10000704,0,NULL,0,NULL,0,0,0,USD,1,2024-10-22 7:30,2024-10-22 6:16
60552,10000706,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60553,10000708,0,NULL,0,NULL,0,0,0,USD,1,2020-07-02 6:30,2020-07-01 6:15
60554,10000714,1078.63,2025-11-10 0:00,1765.14,2025-10-28 0:00,0,0,0,USD,1,2025-11-12 6:30,2025-11-12 6:16
60555,10000716,0,NULL,0,NULL,0,0,0,USD,1,2022-12-14 6:31,2022-12-14 6:05
60556,10000718,0,NULL,0,NULL,0,0,0,USD,1,2025-08-21 7:30,2025-08-21 6:16
60557,10000724,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60558,10000726,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60559,10000728,0,NULL,0,NULL,0,0,0,USD,1,2020-09-16 6:30,2020-09-15 6:15
60560,10000734,856,2025-09-17 0:00,29477,2025-09-18 0:00,0,0,0,USD,1,2025-10-03 7:30,2025-10-03 6:16
60561,10000736,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60562,10000738,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60563,10000744,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60564,10000746,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60565,10000748,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60566,10000754,0,NULL,0,NULL,0,0,0,USD,1,2020-07-26 6:30,2020-07-25 6:15
60567,10000756,0,NULL,0,NULL,0,0,0,USD,1,2019-11-05 6:30,2019-11-05 6:15
60568,10000758,28078,2025-11-07 0:00,11256.81,2025-11-01 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60569,10000764,0,NULL,0,NULL,0,0,0,USD,1,2020-10-01 6:31,2020-09-30 6:15
60570,10000766,28587.5,2025-11-11 0:00,91347.87,2025-11-03 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60571,10000768,1225.77,2025-11-01 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60572,10000774,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60573,10000776,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60574,10000778,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60575,10000784,0,NULL,0,NULL,0,0,0,USD,1,2020-02-23 6:31,2020-02-22 10:41
60576,10000786,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60577,10000788,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60578,10000794,0,NULL,1235.48,2025-10-27 0:00,0,0,0,USD,1,2025-10-28 6:30,2025-10-28 6:16
60579,10000796,1109.28,2025-11-05 0:00,2007.44,2025-10-28 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60580,10000798,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60581,10000804,0,NULL,0,NULL,0,0,0,USD,1,2025-01-29 6:30,2025-01-29 6:15
60582,10000806,0,NULL,0,NULL,0,0,0,USD,1,2019-08-29 6:31,2019-08-28 6:15
60583,10000808,59.96,2025-11-06 0:00,524.67,2025-09-24 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60584,10000814,18485.13,2025-11-07 0:00,3838.23,2025-10-30 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60585,10000816,65.67,2025-10-20 0:00,2412.6,2025-11-01 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60586,10000818,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60587,10000824,0,NULL,0,NULL,11.88,0,0,USD,1,2024-05-16 6:31,2024-05-15 6:16
60588,10000826,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60589,10000828,2440.5,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60590,10000834,0,NULL,128.3,2025-11-01 0:00,0,0,0,USD,1,2025-11-06 6:52,2025-11-06 6:16
60591,10000836,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60592,10000838,281.6,2025-10-30 0:00,1646.85,2025-08-12 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60593,10000844,201334.32,2025-11-12 0:00,850.76,2025-11-10 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60594,10000846,0,NULL,0,NULL,0,0,0,USD,1,2023-05-07 6:31,2023-05-06 6:06
60595,10000848,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60596,10000854,0,NULL,0,NULL,293.06,0,0,USD,1,2024-06-06 6:31,2024-06-05 6:16
60597,10000856,661.36,2025-10-16 0:00,528.38,2025-10-28 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60598,10000858,896.2,2025-10-08 0:00,3066.81,2025-10-21 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60599,10000864,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60600,10000866,0,NULL,0,NULL,0,0,0,USD,1,2020-02-21 6:31,2020-02-21 6:15
60601,10000868,296.59,2025-10-29 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60602,10000874,0,NULL,0,NULL,-29.41,0,0,USD,1,2022-12-02 6:31,2022-12-02 6:05
60603,10000878,102447.82,2025-11-11 0:00,27074.32,2025-10-30 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60604,10000884,9349.86,2025-11-11 0:00,34543.78,2025-11-06 0:00,7,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60605,10000886,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60606,10000888,0,NULL,0,NULL,2.51,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60607,10000894,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60608,10000896,2671.12,2025-11-04 0:00,1042.28,2025-10-14 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60609,10000904,0,NULL,0,NULL,0,0,0,USD,1,2020-01-22 6:31,2020-01-22 6:15
60610,10000906,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60611,10000908,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60612,10000914,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60613,10000916,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60614,10000918,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60615,10000924,0,NULL,0,NULL,0,0,0,USD,1,2021-01-09 6:31,2021-01-09 6:15
60616,10000926,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60617,10000928,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60618,10000934,0,NULL,0,NULL,0,0,0,USD,1,2025-05-09 7:30,2025-05-09 6:15
60619,10000936,20943.45,2025-11-11 0:00,4908.35,2025-11-06 0:00,163.27,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60620,10000938,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60621,10000944,1436.57,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60622,10000946,0,NULL,0,NULL,0,0,0,USD,1,2022-05-27 6:31,2022-05-26 6:05
60623,10000948,120683.28,2025-11-12 0:00,44672.88,2025-10-23 0:00,799463.77,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60624,10000954,0,NULL,0,NULL,0,0,0,USD,1,2020-03-13 6:30,2020-03-13 6:15
60625,10000956,0,NULL,0,NULL,0,0,0,USD,1,2023-05-03 6:31,2023-05-02 16:39
60626,10000958,0,NULL,0,NULL,0,0,0,USD,1,2024-05-27 6:31,2024-05-26 6:16
60627,10000964,185.59,2025-10-29 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60628,10000966,22627.78,2025-11-05 0:00,26494.28,2025-09-24 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60629,10000968,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60630,10000974,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60631,10000976,54176.93,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:31,2025-11-13 6:16
60632,10000978,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60633,10000984,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60634,10000986,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60635,10000988,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60636,10000994,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60637,10000996,0,NULL,0,NULL,0,0,0,USD,1,2025-05-02 7:30,2025-05-02 6:15
60638,10000998,0,NULL,0,NULL,0,0,0,USD,1,2023-07-27 6:31,2023-07-26 6:06
60639,10001003,0,NULL,0,NULL,0,0,0,USD,1,2021-06-17 6:31,2021-06-16 6:05
60640,10001007,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60641,10001008,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60642,10001013,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60643,10000579,0,NULL,0,NULL,0,0,0,USD,1,2025-04-24 7:38,2025-04-24 6:16
60644,10000580,0,NULL,0,NULL,0,0,0,USD,1,2020-08-29 6:31,2020-08-28 6:15
60645,10000581,0,NULL,0,NULL,0,0,0,USD,1,2019-08-29 6:31,2019-08-28 6:15
60646,10000582,0,NULL,0,NULL,0,0,0,USD,1,2025-07-05 7:30,2025-07-05 6:16
60647,10000583,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60648,10000585,0,NULL,0,NULL,0,0,0,USD,1,2025-10-16 7:34,2025-10-16 6:16
60649,10000587,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60650,10000589,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60651,10000590,0,NULL,0,NULL,7.19,0,0,USD,1,2019-10-30 6:31,2019-10-30 6:15
60652,10000591,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60653,10000592,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60654,10000593,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60655,10000595,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60656,10000597,0,NULL,0,NULL,0,0,0,USD,1,2021-03-24 6:31,2021-03-24 6:15
60657,10000599,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60658,10000600,10885.35,2025-11-03 0:00,2157.55,2025-10-27 0:00,6.04,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60659,10000601,219.5,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60660,10000602,3021.5,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:30,2025-11-12 6:16
60661,10000603,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60662,10000605,0,NULL,0,NULL,0,0,0,USD,1,2025-11-07 6:30,2025-11-07 6:16
60663,10000607,0,NULL,0,NULL,390.59,0,0,USD,1,2023-10-18 6:31,2023-10-17 6:16
60664,10000609,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60665,10000610,0,NULL,0,NULL,1.11,0,0,USD,1,2019-11-09 6:35,2019-11-09 6:17
60666,10000611,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60667,10000612,0,NULL,0,NULL,0,0,0,USD,1,2020-01-16 6:31,2020-01-15 13:45
60668,10000613,2488.74,2025-11-12 0:00,25074.73,2025-09-17 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60669,10000615,0,NULL,0,NULL,112.77,0,0,USD,1,2024-05-16 6:31,2024-05-15 6:16
60670,10000617,0,NULL,0,NULL,0,0,0,USD,1,2023-05-03 6:31,2023-05-02 16:39
60671,10000619,0,NULL,0,NULL,2682.59,0,0,USD,1,2025-09-11 7:30,2025-09-11 6:16
60672,10000620,0,NULL,0,NULL,0,0,0,USD,1,2025-11-04 6:30,2025-11-03 18:30
60673,10000621,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60674,10000622,0,NULL,0,NULL,0,0,0,USD,1,2021-04-10 9:49,2021-04-09 6:15
60675,10000623,2896,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60676,10000625,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60677,10000627,18769.67,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60678,10000629,0,NULL,2276.91,2025-05-16 0:00,0,0,0,USD,1,2025-05-17 7:30,2025-05-17 6:15
60679,10000630,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60680,10000631,156.33,2025-11-12 0:00,1121.8,2025-11-10 0:00,-3.04,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60681,10000632,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60682,10000633,0,NULL,0,NULL,0,0,0,USD,1,2023-06-29 6:31,2023-06-28 6:06
60683,10000635,0,NULL,0,NULL,0,0,0,USD,1,2024-12-24 6:30,2024-12-24 6:15
60684,10000637,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60685,10000639,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60686,10000640,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60687,10000641,0,NULL,0,NULL,0,0,0,USD,1,2022-11-02 6:31,2022-11-02 6:06
60688,10000642,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60689,10000643,351.59,2025-07-01 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60690,10000645,0,NULL,0,NULL,0,0,0,USD,1,2022-10-15 6:31,2022-10-14 6:05
60691,10000647,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60692,10000649,79158.17,2025-11-11 0:00,70961.76,2025-10-24 0:00,-51.94,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60693,10000650,0,NULL,0,NULL,54.92,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60694,10000651,0,NULL,0,NULL,0,0,0,USD,1,2020-06-09 6:31,2020-06-08 6:15
60695,10000652,0,NULL,0,NULL,0,0,0,USD,1,2019-06-15 6:31,2019-06-14 6:15
60696,10000653,4064.5,2025-10-22 0:00,9374.62,2025-10-27 0:00,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60697,10000655,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60698,10000657,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60699,10000659,0,NULL,0,NULL,0,0,0,USD,1,2025-05-13 7:30,2025-05-13 6:16
60700,10000660,546.94,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60701,10000661,239165.33,2025-11-11 0:00,209430.79,2025-11-12 0:00,-614.81,0,0,USD,1,2025-11-13 6:30,2025-11-13 6:16
60702,10000662,0,NULL,0,NULL,0,0,0,USD,1,2024-07-08 7:30,2024-07-07 16:25
60703,10000663,0,NULL,0,NULL,-2351.19,0,0,USD,1,2022-08-26 6:31,2022-08-25 6:06
60704,10000665,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60705,10000667,0,NULL,0,NULL,175.3,0,0,USD,1,2023-08-27 6:30,2023-08-26 16:01
60706,10000669,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60707,10000670,0,NULL,0,NULL,0,0,0,USD,1,2019-05-04 8:11,2019-05-04 7:08
60708,10000671,0,NULL,42.58,2023-01-13 0:00,0,0,0,USD,1,2023-07-14 6:31,2023-07-13 6:06
