Id,MatterId,TotalWIP,LastWIPDate,TotalAR,LastBillDate,TrustFundsBalance,UnallocatedFundsBalance,RetainerFundsBalance,MatterCurrency,Processed,ProcessTimeStamp,LoadTimeStamp
1223045,1001368234,450,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:28,2025-11-13 6:16
1223044,1001368194,300,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:28,2025-11-13 6:16
1223043,1001368264,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:49,2025-11-12 6:15
1223042,1001368278,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1223041,1001368246,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1223040,1001368215,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 7:00,2025-11-12 6:15
1223039,1001368183,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1223038,1001368157,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1223037,1001368163,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1223036,1001368162,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 7:00,2025-11-12 6:15
1223035,1001368212,636,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:14,2025-11-13 6:16
1223034,1001368210,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1223033,1001368208,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1223032,1001368207,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 7:00,2025-11-12 6:15
1223031,1001368184,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1223030,1001368243,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1223029,1001368161,288,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:13,2025-11-13 6:16
1223028,1001368249,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 7:00,2025-11-12 6:15
1223027,1001368211,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1223026,1001368209,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1223025,1001368206,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1223024,1001368190,941.5,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:59,2025-11-12 6:15
1223023,1001368159,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1223022,1001368112,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:59,2025-11-12 6:15
1223021,1001368173,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1223020,1001368154,75778.65,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:51,2025-11-13 6:16
1223019,1001368235,9415.26,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:45,2025-11-13 6:16
1223018,1001368223,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:58,2025-11-12 6:15
1223017,1001368291,9679.2,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:09,2025-11-13 6:16
1223016,1001368131,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:41,2025-11-12 6:15
1223015,1001368118,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:51,2025-11-12 6:15
1223014,1001368176,14348.75,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:37,2025-11-13 6:15
1223013,1001368104,1412.86,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:01,2025-11-13 6:15
1223012,1001368169,4703.69,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:36,2025-11-13 6:15
1223011,1001368119,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:51,2025-11-12 6:15
1223010,1001368294,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:55,2025-11-12 6:15
1223009,1001368244,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:50,2025-11-12 6:15
1223008,1001368199,5810.28,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:32,2025-11-13 6:15
1223007,1001368292,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:50,2025-11-12 6:15
1223006,1001368141,2397.53,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:47,2025-11-13 6:15
1223005,1001368167,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:49,2025-11-12 6:15
1223004,1001368172,2116.48,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:33,2025-11-13 6:15
1223003,1001368174,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:49,2025-11-12 6:15
1223002,1001368229,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 7:02,2025-11-12 6:15
1223001,1001368136,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:47,2025-11-12 6:15
1223000,1001368228,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:59,2025-11-12 6:15
1222999,1001368137,1056.58,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:42,2025-11-13 6:15
1222998,1001368150,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:51,2025-11-12 6:15
1222997,1001368198,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:47,2025-11-12 6:15
1222996,1001368177,285.53,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:06,2025-11-13 6:15
1222995,1001368155,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1222994,1001368139,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:51,2025-11-12 6:15
1222993,1001368214,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:47,2025-11-12 6:15
1222992,1001368168,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:58,2025-11-12 6:15
1222991,1001368221,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:47,2025-11-12 6:15
1222990,1001368149,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:50,2025-11-12 6:15
1222989,1001368276,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:47,2025-11-12 6:15
1222988,1001368226,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:58,2025-11-12 6:15
1222987,1001368224,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:47,2025-11-12 6:15
1222986,1001368132,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:49,2025-11-12 6:15
1222985,1001368262,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 7:34,2025-11-12 6:15
1222984,1001368240,318.54,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:40,2025-11-13 6:15
1222983,1001368258,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 7:34,2025-11-12 6:15
1222982,1001368283,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 6:48,2025-11-12 6:15
1222981,1001368158,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 7:34,2025-11-12 6:15
1222980,1001368266,733.39,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:57,2025-11-13 6:15
1222979,1001368269,0,NULL,0,NULL,0,0,0,USD,1,2025-11-12 7:34,2025-11-12 6:15
1222978,1001368097,0,NULL,0,NULL,106983.15,0,0,USD,1,2025-11-12 6:46,2025-11-12 6:15
1222977,1001368053,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222976,1001368033,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:58,2025-11-11 6:16
1222975,1001368020,23088.34,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222974,1001368017,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222973,1001368008,1282.5,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:35,2025-11-13 6:16
1222972,1001368010,37571,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:41,2025-11-13 6:16
1222971,1001368093,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222970,1001368096,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222969,1001368094,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222968,1001368061,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:58,2025-11-11 6:16
1222967,1001368059,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222966,1001368041,2165.72,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222965,1001368036,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222964,1001368021,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:58,2025-11-11 6:16
1222963,1001367994,83919.9,2025-10-31 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222962,1001367991,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222961,1001367989,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222960,1001368044,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:58,2025-11-11 6:16
1222959,1001368072,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:55,2025-11-11 6:16
1222958,1001368049,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222957,1001368018,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:56,2025-11-11 6:16
1222956,1001368088,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:58,2025-11-11 6:16
1222955,1001368065,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:56,2025-11-11 6:16
1222954,1001368003,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:55,2025-11-11 6:16
1222953,1001368030,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:55,2025-11-11 6:16
1222952,1001368080,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222951,1001368078,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:55,2025-11-11 6:16
1222950,1001368032,674.56,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:54,2025-11-13 6:16
1222949,1001368052,11370.83,2025-10-13 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:35,2025-11-13 6:16
1222948,1001368103,30460.5,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:57,2025-11-13 6:16
1222947,1001368038,401.52,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:33,2025-11-13 6:16
1222946,1001368074,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:55,2025-11-11 6:16
1222945,1001368071,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:55,2025-11-11 6:16
1222944,1001368031,674.56,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:54,2025-11-13 6:16
1222943,1001368015,25075.5,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:32,2025-11-13 6:16
1222942,1001368011,0,NULL,6688.56,45973,0,0,0,USD,1,2025-11-13 7:32,2025-11-13 6:16
1222941,1001367987,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:54,2025-11-11 6:16
1222940,1001368090,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222939,1001368079,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:54,2025-11-11 6:16
1222938,1001367996,13976.19,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:37,2025-11-13 6:16
1222937,1001367988,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:54,2025-11-11 6:16
1222936,1001368016,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222935,1001367984,1963.5,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:54,2025-11-11 6:16
1222934,1001368027,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:38,2025-11-11 6:16
1222933,1001368099,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:54,2025-11-11 6:16
1222932,1001368000,3643.98,2025-11-02 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:55,2025-11-13 6:16
1222931,1001367998,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:37,2025-11-11 6:16
1222930,1001368101,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:54,2025-11-11 6:16
1222929,1001367997,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:38,2025-11-11 6:16
1222928,1001368048,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:56,2025-11-11 6:16
1222927,1001368091,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:54,2025-11-11 6:16
1222926,1001368019,1177,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:55,2025-11-12 6:15
1222925,1001368001,2313.14,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:50,2025-11-13 6:16
1222924,1001368102,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:55,2025-11-11 6:16
1222923,1001368045,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:37,2025-11-11 6:16
1222922,1001368046,162.39,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:49,2025-11-13 6:16
1222921,1001367995,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:38,2025-11-11 6:16
1222920,1001368092,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:38,2025-11-11 6:16
1222919,1001368025,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:37,2025-11-11 6:16
1222918,1001368023,867,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:51,2025-11-13 6:16
1222917,1001368067,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:37,2025-11-11 6:16
1222916,1001368084,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:55,2025-11-11 6:16
1222915,1001368034,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:37,2025-11-11 6:16
1222914,1001368014,6253,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:51,2025-11-13 6:16
1222913,1001368002,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:35,2025-11-11 6:16
1222912,1001367985,8458.63,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:50,2025-11-13 6:16
1222911,1001368087,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222910,1001368089,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222909,1001368068,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222908,1001368047,974.7,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:35,2025-11-11 6:16
1222907,1001368026,1371,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:28,2025-11-13 6:16
1222906,1001368069,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222905,1001368005,92804,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222904,1001368100,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:37,2025-11-11 6:16
1222903,1001368035,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:36,2025-11-11 6:16
1222902,1001367990,8749.5,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:43,2025-11-13 6:16
1222901,1001368004,27171.85,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:52,2025-11-12 6:15
1222900,1001368040,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:37,2025-11-11 6:16
1222899,1001368077,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:36,2025-11-11 6:16
1222898,1001367999,162.75,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:46,2025-11-13 6:16
1222897,1001368013,680.72,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:00,2025-11-13 6:15
1222896,1001368086,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:37,2025-11-11 6:16
1222895,1001368075,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:36,2025-11-11 6:16
1222894,1001368060,1181.02,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:35,2025-11-13 6:15
1222893,1001368028,1229.55,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:35,2025-11-13 6:15
1222892,1001367992,2741.06,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:35,2025-11-13 6:15
1222891,1001368007,3.02,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:34,2025-11-13 6:15
1222890,1001367986,15866.09,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:59,2025-11-13 6:15
1222889,1001368006,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:35,2025-11-11 6:16
1222888,1001368042,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:36,2025-11-11 6:16
1222887,1001368012,1361.15,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:33,2025-11-13 6:15
1222886,1001368009,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:35,2025-11-11 6:16
1222885,1001367993,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:35,2025-11-11 6:16
1222884,1001368024,1457.59,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:34,2025-11-13 6:15
1222883,1001368085,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:35,2025-11-11 6:16
1222882,1001368037,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222881,1001368051,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222880,1001368063,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222879,1001368050,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222878,1001368073,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222877,1001368070,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222876,1001368058,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222875,1001368076,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222874,1001368055,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222873,1001368022,1014.17,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:05,2025-11-13 6:15
1222872,1001368056,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:34,2025-11-11 6:16
1222871,1001368095,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222870,1001368057,7127.51,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:07,2025-11-13 6:15
1222869,1001368054,192.73,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:10,2025-11-13 6:15
1222868,1001368062,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222867,1001368064,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222866,1001368043,1442.28,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:58,2025-11-13 6:15
1222865,1001368029,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:32,2025-11-11 6:16
1222864,1001368066,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:33,2025-11-11 6:16
1222863,1001368083,0,NULL,0,NULL,0,0,0,USD,1,2025-11-11 6:32,2025-11-11 6:16
1222862,1001368081,2600.81,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:40,2025-11-13 6:15
1222861,1001368039,446.14,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:40,2025-11-13 6:15
1222860,1001368082,443.28,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:56,2025-11-13 6:15
1222859,1001367978,7122.51,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:02,2025-11-13 6:16
1222858,1001367975,0,NULL,0,NULL,0,0,0,USD,1,2025-11-10 7:05,2025-11-10 6:15
1222857,1001367977,543.91,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:51,2025-11-13 6:16
1222856,1001367976,29747.61,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:51,2025-11-13 6:16
1222855,1001367980,6604.5,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:51,2025-11-12 6:15
1222854,1001367979,0,NULL,0,NULL,0,0,0,USD,1,2025-11-10 7:01,2025-11-10 6:15
1222853,1001367983,17862.07,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:36,2025-11-13 6:15
1222852,1001367981,17265.08,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:37,2025-11-13 6:15
1222851,1001367982,5697.87,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:34,2025-11-13 6:15
1222850,1001367974,0,NULL,0,NULL,0,0,0,USD,1,2025-11-09 6:30,2025-11-09 6:15
1222849,1001367970,23.56,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222848,1001367930,4943.22,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222847,1001367922,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:31,2025-11-08 6:16
1222846,1001367917,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:20,2025-11-08 6:16
1222845,1001367913,87.8,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222844,1001367910,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:37,2025-11-08 6:16
1222843,1001367852,4156.5,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:46,2025-11-12 6:15
1222842,1001367840,4931.52,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222841,1001367838,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:44,2025-11-08 6:16
1222840,1001367973,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:44,2025-11-08 6:16
1222839,1001367918,2139.59,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:04,2025-11-13 6:16
1222838,1001367858,2498.02,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:39,2025-11-13 6:16
1222837,1001367951,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:44,2025-11-08 6:16
1222836,1001367915,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:31,2025-11-08 6:16
1222835,1001367961,0,NULL,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222834,1001367895,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:31,2025-11-08 6:16
1222833,1001367894,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:31,2025-11-08 6:16
1222832,1001367861,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:31,2025-11-08 6:16
1222831,1001367835,12495.9,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222830,1001367839,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:37,2025-11-08 6:16
1222829,1001367893,3706.66,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:03,2025-11-13 6:16
1222828,1001367889,924,2025-11-06 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:56,2025-11-11 6:16
1222827,1001367873,7275.07,2025-11-09 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:04,2025-11-13 6:16
1222826,1001367928,4190.49,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:03,2025-11-13 6:16
1222825,1001367948,1100,2025-11-04 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:58,2025-11-11 6:16
1222824,1001367947,1100,2025-11-04 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:55,2025-11-11 6:16
1222823,1001367958,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:44,2025-11-08 6:16
1222822,1001367943,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:38,2025-11-08 6:16
1222821,1001367856,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:34,2025-11-08 6:16
1222820,1001367920,41396.66,2025-11-12 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:38,2025-11-13 6:16
1222819,1001367857,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:32,2025-11-08 6:16
1222818,1001367863,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:32,2025-11-08 6:16
1222817,1001367959,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:44,2025-11-08 6:16
1222816,1001367940,374.76,2025-11-11 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:32,2025-11-13 6:16
1222815,1001367957,677.42,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:33,2025-11-13 6:16
1222814,1001367860,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:04,2025-11-08 6:16
1222813,1001367960,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:40,2025-11-08 6:16
1222812,1001367941,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:32,2025-11-08 6:16
1222811,1001367939,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:04,2025-11-08 6:16
1222810,1001367891,90.5,2025-11-10 0:00,0,NULL,0,0,0,USD,1,2025-11-12 6:58,2025-11-12 6:15
1222809,1001367932,5957,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-11 6:57,2025-11-11 6:16
1222808,1001367834,8131.19,2025-10-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 6:57,2025-11-13 6:16
1222807,1001367962,374.76,2025-11-07 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:36,2025-11-13 6:16
1222806,1001367887,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 6:58,2025-11-08 6:16
1222805,1001367880,161.2,2025-11-05 0:00,0,NULL,0,0,0,USD,1,2025-11-13 7:32,2025-11-13 6:16
1222804,1001367843,0,NULL,0,NULL,0,0,0,USD,1,2025-11-08 7:41,2025-11-08 6:16
